0
0.98692
0.24142
0
0
0
0
0
0
0
0
0
0
1.4497
0.22181
0
0
0
-0.024041
0
0
0
-7.0741
-2.2225
0
0
0.055223
0
-10.517
0
0
0
0
-0.062935
-0.11695
0
-0.19493
0.15518
0.093584
0.0189
0.78053
0
0
-0.036081
1.8644
0.0032986
0.025134
0
0.07044
0.16519
0.0042564
-0.078893
-0.077892
-0.0070065
0.0064888
0.01633
0
0
0
-0.042251
0
-0.0022531
0
0
0.086558
0
0
0.0017974
-0.038004
-0.62592
-0.11528
-0.050157
0
0.2979
-0.098436
0.15947
-0.17828
-0.5555
-2.3656
